ID,Title,Description,Category,RegularPrice,SalePrice,URL,ImageURL
11,"Tap Holder Socket Set 3/8’’ DR. M4 - M8, M10 - M12, M13 - M14","Tap Holder Socket Set 3/8’’ DR. M4 - M8, M10 - M12, M13 - M14 SA-2985 3/8” (9.5mm) Tap Holder Socket - set of 3 Attach to any 3/8” Ratchet Wrench or T-bar to use. Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd).","specialist tools",71.85,,https://www.specialisttools.com.au/products/tap-holder-socket-set,https://www.specialisttools.com.au/cdn/shop/products/2985.png?v=1590053904
12,"Oil filter Cutting Sampling Tool Diagnostic Tool","Oil filter Cutting Sampling Tool SA-4462 Instructions: Cut top off fuel or oil filter, Remove the element. Make two cuts across the paper 30mm long and 30mm apart, then grasp this section with pliers and twist to remove (do not unfold) Wrap this section in Cotton rag and clamp tightly in a bench vice until oil is remov","specialist tools",109.60,,https://www.specialisttools.com.au/products/oil-filter-cutting-sampling-tool-diagnostic-tool,https://www.specialisttools.com.au/cdn/shop/products/57_15294e77-11c3-4184-af17-9dd8eeacd7cc.jpg?v=1590053885
13,"&quot;T&quot;-Handle Gear Tap Wrench Set - Professional Quality Tool","Professional &quot;T&quot;-Handle Gear Tap Wrench Set SA-6587 Includes Drive Reversible Ratchet and 4 tap wrenches Specifications Contents: 3/8 DR x 135mm T-Handle Ratchet x 1pc 3-8mm x 90mm Tap Wrench x 1pc 5-12mm x 90mm Tap Wrench x 1pc 3-8mm x 230mm Tap Wrench x 1pc 5-12mm x 230mm Tap Wrench x 1pc Free shipping within Australia for purchases over $50, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@reonsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools",119.00,,https://www.specialisttools.com.au/products/professional-t-handle-gear-tap-wrench-set,https://www.specialisttools.com.au/cdn/shop/products/MG_7266.jpg?v=1606373163
14,"Pressurised Refillable Stainless Steel Spray Bottle - Professional Qua","Stainless Steel Refillable Pressurised Metal Spray Bottle – Suitable for fluids and air SA-5178 Specification Ideal for lubrication, clean dust, paint, antirust spray…etc. 2 function design for easy to operation. Long type nozzle suitable for narrow andamp; difficult spaces. Fold nozzle down for broad spray. Re-pressuris","specialist tools",129.00,,https://www.specialisttools.com.au/products/professional-refillable-stainless-steel-pressurised-spray-bottle,https://www.specialisttools.com.au/cdn/shop/products/57_b5deead8-a430-46c4-8590-5815ae10c321.jpg?v=1590053890
15,"Seized Common Rail Injector Extractor Set Mazda, Mercedes, Hyundai, Ss","  Tool For Removing Stuck And Seized Common Rail Diesel Fuel Injectors Bosch. SA-5167A Feature: Slide hammer for DB CDI-engines andamp; Mercedes CDI engines OM 611, 612, 613, Mazda BT50, Hyundai, Sanyong, Jeep, ML 270  etc. For removing stuck and the seized common-rail injectors without removing the cylinder head. The st","specialist tools",322.00,,https://www.specialisttools.com.au/products/tool-for-removing-stuck-and-seized-common-rail-diesel-fuel-injectors-bosch,https://www.specialisttools.com.au/cdn/shop/products/SA-5167A-3a_c0e5fbbc-cacc-4e65-95c6-bdd594137697.png?v=1594283648
16,"Injector Adapter Socket for Removing Bosch C/R Injectors Govoni","Special Adapter for Removing Bosch C/R Injectors as fitted to BT50 Mazda/Ford Ranger 3.0 Litre Type CH29 and CH30 P/N G0441 G311197000 Adapter allows you to hold and remove the injector without dismantling it. The socket holds the injector under the retaining nut of the electrical solenoid Once the injector is clamped within the tool a slide hammer is screw into the top of the tool to remove the injector This tool can be used with specific Govoni injector removal tools (e.g. 311166000, 31116 6 01 0 , 31118 4 0 0 0 ) or P/N SA-5167A injector puller kit. Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@reonsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools",196.00,,https://www.specialisttools.com.au/products/govoni-adapter-for-removing-bosch-c-r-injectors,https://www.specialisttools.com.au/cdn/shop/products/57.jpg?v=1590053860
17,"Impact Diesel Injector Remover VAG - TDI","Impact Diesel Injector Remover SA-8377A Specialist kit designed for removing seized diesel injectors from VAG-TDI engines.0.5 kg slide hammer with threaded adaptors in direct, offset and hook profiles. Models: VAG-TDI Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd).All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help - We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 02-6280 4334 Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available.","specialist tools",94.87,,https://www.specialisttools.com.au/products/impact-diesel-injector-remover,https://www.specialisttools.com.au/cdn/shop/products/8377ADieselInjectorremover.png?v=1632462375
18,"Timing gear Diesel Injection Pump Gear Remover Tool","Timing gear Diesel Injection Pump Gear Remover Tool SA-2911A Puller for removal of gears and pulleys. Slotted plate which suits removal of fuel pump gears on many vehicles, incl. Japanese, European etc Features:• Draw pulleys by the holes • Moving legs • Compact design for use with engine in vehicle","specialist tools",108.00,,https://www.specialisttools.com.au/products/timing-gear-diesel-injection-pump-gear-remover,https://www.specialisttools.com.au/cdn/shop/products/KA-2911A.jpg?v=1590053907
19,"Injection Pump Removal, Setting and Timing Tool Ford Mazda TD Engines","Diesel Engine Timing Setting and Injection Pump Removal / Installation Kit Ford, Mazda, Land Rover, Fiat etc. This kit includes High Pressure Supply pump Removal Tool SA-8033A Increased application of this combination kit to cover engines which include the 2.4 TDCi engines, from 2006. . Also includes additional tools that are required when carrying out engine timing or crankshaft seal replacement procedures. Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help - We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 02-6280 4334 Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available.","specialist tools",390.00,,https://www.specialisttools.com.au/products/ford-mazda-timing-setting-and-injection-pump-removal-inc-303-1317-pump-tool,https://www.specialisttools.com.au/cdn/shop/products/MG_7758.jpg?v=1679520795
20,"Torque Wrench Adaptor 1/2&quot; drive"," Warren andamp; Brown Torque Wrench Adaptor 1/2&quot; drive P/N WB-390010 This adaptor is the removable type as used in the deflecting beam type torque wrenches Note:  If you require parts for a Warren andamp; Brown product, contact us for assistance                       Specialist Tools Australia (Division Of Responsive Engin","specialist tools",48.65,,https://www.specialisttools.com.au/products/torque-wrench-adaptor-1-2-drive,https://www.specialisttools.com.au/cdn/shop/products/57_56742a58-69a7-4a09-b5ac-bd19ff06de59.jpg?v=1590053912
21,"Warren &amp; Brown 3 pc Swivel Head Ratchet Set - Durable 100 Teeth Gear D","WB-163351 The Warren andamp; Brown 3 piece Swivel Head Ratchet Set has a 100 Super strong tooth gear head with aluminium handle design and quick release lock.  The innovative design of the fork split in the ratchet allows for slight flexing of the ratchet when in high torque applications, which allows it to handle high a","specialist tools",250.00,,https://www.specialisttools.com.au/products/copy-of-indexing-pry-bar-2pc-set-8-16-warren-brown,https://www.specialisttools.com.au/cdn/shop/products/WB163351.png?v=1622689539
22,"Straight Edge for automotive - Heavy Duty High Quality Solid construct","Great stability with 16mm (5/8&quot;) width, 35mm(1-3/8&quot;) height and 520mm (20-1/2&quot;) length. Use with feeler gauges to check for distortion in engine blocks, cylinder heads and flywheels. Convenient hanging hole and edge protector. Heavy Solid construction - 2 Edges true. Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd) is an Australian company dedicated to finding innovative solutions to complex problems. We develop, manufacture and Import specialist products and diagnostic tools for the automotive industry and pride ourselves in providing you with a quality product that will get the job done the first time. Free shipping within Australia for purchases over $50, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available","specialist tools",170.50,,https://www.specialisttools.com.au/products/heavy-duty-high-quality-straight-edge-solid-construction-2-edges-true,https://www.specialisttools.com.au/cdn/shop/products/ka-7368.jpg?v=1622689511
23,"Diesel and Petrol Engine Timing Tool Mazda Ford Transit Courier","Engine Timing Tool Ford Mazda Fiesta Focus Galaxy Mondeo S-Max Tourneo Transit SA-8199 Diesel / Petrol Engine Setting and Locking Combination Kit - Ford - Belt / Chain Drive.Suitable for a wide range of modern Ford and Mazda vehicles Also Suitable for similar engines fitted in Land Rover, PSA, Suzuki, Volvo Vehicles.","specialist tools",140.00,,https://www.specialisttools.com.au/products/engine-timing-tool-ford-mazda,https://www.specialisttools.com.au/cdn/shop/products/8199a.png?v=1680494750
24,"Heavy Duty 7Kg Slide Hammer Puller 760mm Long","Heavy Duty Slide Hammer Puller 760mm Long SA-7697 Heavy Duty Slide Hammer Large 7KG slide with double handles. Top Quality Tool.  Thread M22 x 200. Length 760 mm Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need","specialist tools",546.60,,https://www.specialisttools.com.au/products/heavy-duty-slide-hammer-puller-760mm-long,https://www.specialisttools.com.au/cdn/shop/products/57_06760f56-899e-4983-83fd-ce824e6da928.jpg?v=1590053846
25,"Damaged Torx Plus Extractor Set 9pcs"," 9pcs Torx Plus Extractor Set SA-6987A Designed to efficiently remove damaged Torx head bolts   Special design of Torx plus head, most are removed by simply fitting to the hex, then tap and undo, the Torx plus will bite into the damaged area. High efficient for removing the damaged items listed below Torx (not damaged)","specialist tools",64.30,,https://www.specialisttools.com.au/products/9pcs-torx-plus-extractor-set,https://www.specialisttools.com.au/cdn/shop/products/57_3bb68100-e4f5-43be-bd03-cac8ee901afd.jpg?v=1590053913
26,"Nixie Display 12-48V illuminated Digital Display Circuit Tester","Nixie Display Circuit Tester  Digitally reads voltages 12, 24, 48V DC systems SA-3424B Easily checks 12-48V DC systems Nixie design displays clear and visible voltage value even under low light conditions Perfect for continuous testing with a portable and lightweight design Extra long 12 feet dual leads suitable for ve","specialist tools",68.20,,https://www.specialisttools.com.au/products/nixie-display-circuit-tester,https://www.specialisttools.com.au/cdn/shop/products/57_f2ff09cf-a8dc-4466-a32f-7dc8e48721f5.jpg?v=1590053884
27,"Injector Removal Socket Tool Set","6PC DIESEL INJECTOR SOCKET SET SA-6282A Injector removal socket set 1/2inch DR , CR-V 27mm x 12PT x 78mm Long 22mm x 12PT x 78mm Long 22mm x 6PT x 110mm Long 28mm x 12PT x 78mm Long 21mm x 12PT x 78mm Long 28mm x 6 PT x 90mm Long Specialist Tools Australia (Responsive Engineering) is an Australian company dedicated to","specialist tools",183.00,,https://www.specialisttools.com.au/products/injector-removal-socket-tool-set,https://www.specialisttools.com.au/cdn/shop/products/57_4f0153a6-e813-4957-9c6d-337f20425608.jpg?v=1590053866
28,"Injection Pump Socket Kit Bosch, Denso, Zexel Diesel VE Type","Bosch, Denso, Zexel Diesel Injection Pump Socket Kit SA-5289A Specification The special sockets are required to loosen and remove the triangular headed screws on the injection pump. For Bosch diesel injection pump VE (Bosch VE) Triangular socket for central closing plug Governing pressure socket Triangular socket for b","specialist tools",116.00,,https://www.specialisttools.com.au/products/bosch-denso-zexel-diesel-ve-type-injection-pump-socket-kit,https://www.specialisttools.com.au/cdn/shop/products/57_f4ca76e6-434e-4c74-bdd4-43d7cfdf0c4b.jpg?v=1590053859
29,"Universal Bearing, Bush and Seal Remover and Installer Tool Kit","Comprehensive Bearing, Bush and Seal Installer / Remover Tool Set SA-2848K Material: Chromium-vanadium steel in strong black plastic carry case. Allows you to customize the bushing driver so you always have the right size.  Can remove or install bushings that are flush with the housing.  The discs are sized from 18mm (","specialist tools",378.70,,https://www.specialisttools.com.au/products/50-piece-set-pressing-or-driving-tool-bearings-and-many-other-applications,https://www.specialisttools.com.au/cdn/shop/products/SA-2848K2.jpg?v=1590053915
30,"Crankshaft &amp; Camshaft Seal Remover And Installer Kit","Crankshaft andamp; Camshaft Seal Remover and Installer Kit     P/N SA-6971K  Quick and easy for both removal and installation work Ideal for both crankshaft and camshaft seals Quick and easy for both removal and installation work Master kit includes wide size seal installers Provided with 2 seal removers with different l","specialist tools",112.00,,https://www.specialisttools.com.au/products/excellent-professional-camshaft-crankshaft-seal-remover-and-instal-tool,https://www.specialisttools.com.au/cdn/shop/products/57_c489e59b-1a0e-49e0-9386-f56e7132d423.jpg?v=1590053803
31,"Warren &amp; Brown Ratchet Torque Wrench Adaptor Set of 3","Warren andamp; Brown Ratchet Torque Wrench Adaptor Set of 3 1/4&quot; 3/8&quot; and 1/2 inch drive WB-304271,304471,307371 These tools allow you to convert a traditional torque wrench or socket bar to a ratchet head. These adaptors are of the removable type designed for use with the Deflecting Beam Torque Wrench. Specialist Tools","specialist tools",98.00,,https://www.specialisttools.com.au/products/warren-brown-ratchet-torque-wrench-adaptor-set,https://www.specialisttools.com.au/cdn/shop/products/RatchetAdaptors-1.jpg?v=1590053922
32,"Warren &amp; Brown Chamfer-Pro External Deburring Tool 2mm-12mm","Chamfer-Pro External Deburring Tool 2mm - 12mm WB-162051 The 3 - 12mm Chamfer-Pro is the latest external deburring chamfer tool in the WB Tools range. Its simple design and compact size make it an ideal addition to your tool pouch or box. With a cutting diameter ranging from 3 - 12mm and 4 cutting edges, it’s an indisp","specialist tools",34.50,,https://www.specialisttools.com.au/products/warren-brown-chamfer-pro-external-deburring-tool-1,https://www.specialisttools.com.au/cdn/shop/products/57_7032b7de-8782-4a73-9519-b3e9306aa268.jpg?v=1622689556
33,"Top Dead Center indicator Tool Diesel &amp; Petrol Engine"," Engine Top Dead Center indicator ToolVery simple andamp; Easy to Use SA-5193 This tool allows a very accurate location of Top Dead Centre Specification A pneumatic indicator for finding top dead Centre (TDC) position on petrol and diesel engines. The TDC indicator is located into the spark plug/glow plug hole, and as th","specialist tools",72.50,,https://www.specialisttools.com.au/products/diesel-petrol-engine-tdc-indicator-tool,https://www.specialisttools.com.au/cdn/shop/products/57_69270a92-3b46-40b9-bd6e-d5eea5fb8ca9.jpg?v=1590053911
34,"Universal Glow Plug Tip Removal Kit","GLOW PLUG TIP REMOVAL KITSPECIALISED UNIVERSAL KIT SA-3752 Specialised kit for the extraction of the electrode terminal part of the glow plugs (M10, M9, M8) in the event of breakage or seizure inside the seat, otherwise impossible to remove. Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available.","specialist tools",528.50,,https://www.specialisttools.com.au/products/universal-special-removal-kit-for-glow-plugs-tip,https://www.specialisttools.com.au/cdn/shop/products/SA-3752UniversalGlowPlugTipRemovalKit3.png?v=1654756868
35,"Piercing Probe with 4mm Socket Connection - Small (10 Amp) Wire Gauge ","Piercing Probe with 4mm Socket Connection - Small 10 Amp SA-1134PPS Small: Wire :20~28 Gauge Current Rating. 10.0 Amp Piercing Probe with 4mm socket connection. Stainless steel tip can connect with the wire without cutting it. Insulation piercing clip test probe. Spring loaded press pin of Stainless steel, which can grasp the conductor of max 4mm thickness. Easy to use. Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help - We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 02-6280 4334 Free shipping within Australia for purchases over $50, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available.","specialist tools",25.65,,https://www.specialisttools.com.au/products/piercing-probe-with-4mm-socket-connection,https://www.specialisttools.com.au/cdn/shop/products/1134PPSPiercingProbewith4mmSocket.png?v=1632458343
36,"Flexible Magnetic Pick-up Tool - 180g","Flexible Magnet Pick-up Tool SA-2718 Flexible Magnet Pick-up Tool - 180g capacity with coated steel shaft and ergonomic non slip handle. This makes it ideal for picking up metal parts from places that are either too hot or too hard to get to. Diameter : 3.2mm For Confined Space Jobs Length : 525mm Capacity: 180g (0.4LBS) Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help - We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 02-6280 4334 Free shipping within Australia for purchases over $50, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available.","specialist tools",17.30,,https://www.specialisttools.com.au/products/flexible-magnet-pick-up-tool-180g,https://www.specialisttools.com.au/cdn/shop/products/KA-2718_60_-FlexibleMagnetPick-UpTool-Maybenotforsale_TradeDay.jpg?v=1590053832
37,"DIESEL Water Trap/Separator Pre-Filter Electronic Water Detection Toyo"," Diesel Water Watch Kit for Toyota 200 Series with 3 Batteries  Invented, designed and manufactured in Australia for Common Rail DieselsSuitable for all diesel applications If you can't find your vehicle or application listed herecontact our experienced staff for assistance02-62804334 or sales@responsiveengineering.com","specialist tools",590.00,,https://www.specialisttools.com.au/products/water-watch-for-toyota-landcruiser-200-series,https://www.specialisttools.com.au/cdn/shop/products/ToyotaLC200Series.jpg?v=1604553535
38,"DIESEL Water Trap/Separator Pre-Filter Electronic Water Detection Ford","Water Watch Kit for Ford Ranger built after 2012 (5cyl). Protect your diesel fuel system from contaminated diesel with our Pre-filter diesel Water Watch kit. Water Watch is easily fitted before the factory fuel filter, and will continually check the incoming fuel, sounding an audible and visual alarm if water is detected. Water Watch does not use filters so does not cause restriction in the fuel system. Water Watch removes and traps fuel contamination preventing damage to fuel pumps, injectors and common rail. Includes Water Watch WW40072 - 10mm fuel fittings, electronic sensor, wiring harness, piezo alarm and LED light. Ford Ranger uses the BT50 (5cyl) Bracket kit with mounting bracket, fuel hose, bolts and complete installation instructions Lifetime warranty! Invented, designed and manufactured in Australia for Common Rail Diesels Suitable for all diesel applications Shipping Free shipping within Australia, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. International Shipping is also available. If you can't find your vehicle or application listed here contact our experienced staff for assistance 02-62804334 or sales@responsiveengineering.com.au","specialist tools",590.00,,https://www.specialisttools.com.au/products/water-watch-for-ford-ranger-5cyl-2012,https://www.specialisttools.com.au/cdn/shop/products/FordRanger5Cyl_0042ef5f-c9f2-49af-800b-e5adb625818e.jpg?v=1604553424
39,"Honda / Acura Crankshaft Holding Tool","Honda / Acura Crankshaft Holding Tool SA-3142 Used for holding Crankshaft Damper pulley when tightening or loosening Crankshaft bolt. Tool allows the technician to hold the crankshaft damper when tightening or loosening the crankshaft bolt on Honda and Acura engines Specialist Tools Australia (Division Of Responsive En","specialist tools",61.20,,https://www.specialisttools.com.au/products/honda-acura-crankshaft-holding-tool,https://www.specialisttools.com.au/cdn/shop/products/T2eC16NHJHoFGlIh3C5VBSdg6g_tFw_60_57.jpg?v=1590053852
40,"Timing Tool Set - VAG Engines (TDI) Audi, VW,"," VAG Engine Timing Tool Set (TDI)  SA-8031  Specification Special designed set for alignment camshaft locking and adjusting. VM number: 1-T20102, 2-T10050, 3-T10100, 4-T40098, 5-T10265, 6-T10264, 7-T10051, 8/9-T10052, -10T10255 Applicable: Audi, VW, Seat 1.6, 2.0 TDi engine Engine code: FCA, CAAA, CAAB, CAAC, CAYB, CAY","specialist tools",194.80,,https://www.specialisttools.com.au/products/vag-engine-timing-tool-set-tdi-audi-vw-seat-1-6-2-0-tdi-eng,https://www.specialisttools.com.au/cdn/shop/products/57_0f8672ef-622b-447c-8c99-a08e5a7f95d3.jpg?v=1590053908
41,"Comprehensive Diesel Compression Test Kit - Japanese and European Comp","Diesel Engine Compression Test Tool Kit SA-7191D This specialised tool includes the additional Clamp-on Injector Adapter Set, the large 2-1/2, 70 bar (1000psi) gauge with rubber bumper, straight and right angled connect fittings, wide range of glow plug and injector adapters which enables the kit to cover the majority of car, van, truck, bus, agricultural and marine diesel engines. Glow plug adapter application: Alfa, BMW, Chrysler, Daewoo, Ford, Hyundai, Isuzu, land Rover, LDV, Mazda, Mercedes Benz, Mitsubishi, Nissan, Opel, PSA, Renault, Saab, Suzuki, Toyota, BAG, Vauxhall, Volvo Diesel Engine. Injector: M20, M22, M24 and Ford Stanadyne injector plus clamp-on injector. Free shipping within Australia for purchases over $50, All parcels will be sent via regular Australia Post. Express post available upon request, additional charges will apply. ** INTERNATIONAL SHIPPING is available worldwide on all our products. Just contact us for a shipping quote on your purchases. Phone: 02-6280 4334 or sales@reonsiveengineering.com.au Specialist Tools Australia (Division Of Responsive Engineering Australia Pty Ltd). All products advertised are stocked in our Canberra warehouse – If you need more information, technical advice or assistance – we are here to help. We encourage customers to phone us prior to finalising your purchase to ensure you are purchasing the appropriate tools for your purpose Phone 0262804334","specialist tools","1,092.35",,https://www.specialisttools.com.au/products/the-most-comprehensive-diesel-compression-test-kit,https://www.specialisttools.com.au/cdn/shop/products/Untitleddesign_4.png?v=1606982831
42,"Timing Tool set for Diesel Engines Japanese, European, Asian","Diesel Fuel Pump Timing Set Diesel Engines Japanese, European, Asian SA-8214A This specialised tool is designed for resetting the timing position on Diesel Engines.  This tool is designed to screw into the fuel injection pump to measure plunger lift according to manufacturers specifications. Application for following f","specialist tools",475.32,,https://www.specialisttools.com.au/products/timing-tool-set-for-diesel-engines-japanese-european-asian,https://www.specialisttools.com.au/cdn/shop/products/57_55f38ccb-6bb9-4af3-942e-04be2cd1412a.jpg?v=1590053909
